issue_date,valid_date,precip_mm_mean,source,source_url,fallback_method,analog_candidates
2015-03-05,2015-03-20,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.03.05.tif,,
2015-03-17,2015-04-01,0.0033864758443087,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.03.17.tif,,
2015-03-29,2015-04-13,17.128925323486328,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.03.29.tif,,
2015-04-10,2015-04-25,7.370432376861572,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.04.10.tif,,
2015-04-22,2015-05-07,36.39393615722656,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.04.22.tif,,
2015-05-04,2015-05-19,1.2234103679656982,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.05.04.tif,,
2015-05-16,2015-05-31,83.1585922241211,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.05.16.tif,,
2015-05-28,2015-06-12,40.10691452026367,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.05.28.tif,,
2015-06-09,2015-06-24,100.23478698730467,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.06.09.tif,,
2015-06-21,2015-07-06,91.44281005859376,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.06.21.tif,,
2015-07-03,2015-07-18,68.16317749023438,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.07.03.tif,,
2015-07-15,2015-07-30,12.099522590637209,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.07.15.tif,,
2015-07-27,2015-08-11,55.47628402709961,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.07.27.tif,,
2015-08-08,2015-08-23,80.17140197753906,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.08.08.tif,,
2015-08-20,2015-09-04,109.96678161621094,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.08.20.tif,,
2015-09-01,2015-09-16,100.8111343383789,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.09.01.tif,,
2015-09-13,2015-09-28,87.27274322509766,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.09.13.tif,,
2015-09-25,2015-10-10,33.45615768432617,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.09.25.tif,,
2015-10-07,2015-10-22,19.086200714111328,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.10.07.tif,,
2015-10-19,2015-11-03,2.083434820175171,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.10.19.tif,,
